lon,lat,cnt,index
104.01491,30.767459999999996,0,5354
104.11584,30.714920000000003,0,22507
104.06049,30.75882,0,9629
103.98615,30.625559999999997,0,7138
104.14636999999999,30.73269,0,29200
104.144646,30.593221999999997,0,15828
104.03087,30.65072,0,13103
104.1259,30.772759999999998,0,9633
104.0241,30.664140000000003,0,11842
104.00036999999999,30.60152,0,39276
104.11629,30.699579999999997,0,14005
103.971137,30.758578000000004,0,250
103.99681,30.755879999999998,0,20664
103.99061999999999,30.6581,0,32786
103.92376999999999,30.57447,0,34860
104.05423,30.60195,0,6990
104.15764,30.648559999999996,0,26936
104.05471,30.615029999999997,0,14624
103.84024000000001,30.69878,0,22986
104.00536,30.69773,0,31015
104.1664,30.716829999999998,0,32465
104.123836,30.676082,0,16003
104.169513,30.644333000000003,0,3362
104.14654,30.689120000000003,0,19754
104.19924,30.57273,0,22996
104.12892,30.71364,0,18148
104.07805,30.81012,0,6946
104.15598,30.639359999999996,0,16091
103.984985,30.682947,0,30735
103.94474,30.602790000000002,0,33948
104.28105,30.561220000000002,0,18421
104.007122,30.643019,0,38126
104.16134,30.6266,0,23570
104.03331800000001,30.674006,0,6554
104.05803,30.62456,0,2791
104.0523,30.57872,0,18023
104.14808000000001,30.75027,0,22435
104.10664,30.62903,0,25574
104.07706999999999,30.55255,0,10174
104.19207,30.728820000000002,0,4372
103.95838,30.68331,0,37410
103.98271899999999,30.598321999999996,0,23326
104.4228,30.8575,0,37924
104.20465899999999,30.62902,0,17606
104.19785999999999,30.70567,0,26301
104.03121,30.72743,0,38358
104.07204,30.62449,0,17474
103.93548,30.68951,0,33703
104.05025,30.744790000000002,0,30693
104.04084,30.60197,0,15292
104.15818,30.7082,0,8405
104.23669,30.785429999999998,0,29292
104.34523,31.339109999999998,0,18793
104.15979,30.80295,0,15658
104.070871,30.609780999999998,0,18229
104.06737,30.52699,0,31471
104.17295,30.706729,0,19274
104.02389000000001,30.61464,0,27784
104.10199,30.609029999999997,0,12089
104.07437,30.67848,0,23529
104.05542,30.635340000000003,0,36638
103.97669,30.71789,0,39807
104.1277,30.619298999999998,0,42190
103.99525,30.81833,0,8947
104.17975,30.64958,0,16266
104.26923000000001,30.874129999999997,0,11091
104.0312,30.63993,0,16453
104.03636,30.557409999999997,0,5270
103.92716999999999,30.672,0,41596
104.03211,30.620829999999998,0,21667
104.03201,30.718259999999997,0,24762
104.11626,30.62475,0,16926
104.06374,30.81815,0,13072
104.02283,30.751920000000002,0,29114
103.95519,30.64262,0,29568
103.85631,30.68957,0,34464
104.02778,30.768559999999997,0,26226
103.99186999999999,30.57017,0,30001
104.18815,30.819709999999997,0,37043
103.97636,30.73147,0,37471
103.92445,30.697359999999996,0,32055
104.015641,30.658659000000004,0,13614
104.03001,30.60405,0,27757
104.0885,30.72581,0,32883
104.259422,30.652508,0,3495
104.00163,30.665770000000002,0,6908
104.04819,30.49952,0,21992
104.05225,30.56056,0,31163
104.03886,30.691309999999998,0,25952
104.1599,30.68388,0,476
104.07609000000001,30.73834,0,15008
103.95128000000001,30.631859999999996,0,7357
103.93079,30.56725,0,470
104.0494,30.827379999999998,0,20689
104.01241999999999,30.616259999999997,0,40875
103.98977,30.60728,0,21108
104.08530999999999,30.485440000000004,0,12493
104.06974,30.515309999999996,0,26071
104.04977,30.727520000000002,0,24659
104.0656,30.76932,0,6076
104.04999000000001,30.64545,0,13121
104.021156,30.564381,0,1507
103.96370999999999,30.6663,0,18858
104.06402,30.571270000000002,0,26122
103.8928,30.80165,0,37493
104.10665999999999,30.638859999999998,0,7900
104.06545,30.506890000000002,0,38800
104.07021,30.560109999999998,0,30268
104.01099,30.578090000000003,0,29867
103.99435,30.736990000000002,0,28325
103.90393,30.71228,0,6525
103.94532,30.698690000000003,0,31909
103.9717,30.79075,0,31061
103.9829,30.82453,0,24031
103.91265,30.726661,0,28011
104.14223,30.76002,0,29896
104.047821,30.778719,0,22514
104.22031,30.65342,0,41723
104.10093,30.76817,0,20791
104.17851,30.804109999999998,0,37001
103.95918,30.61774,0,15910
104.12595999999999,30.737140000000004,0,22273
103.97681999999999,30.576990000000002,0,20986
104.109741,30.590190000000003,0,20631
104.11861999999999,30.7652,0,38585
103.96469,30.50139,0,18986
104.12949,30.781909999999996,0,34374
103.92143,30.753190000000004,0,16980
104.09673000000001,30.55112,0,38919
103.90536999999999,30.6008,0,36926
104.02582,30.81113,0,33124
104.16273000000001,30.59712,0,21463
104.09034,30.56105,0,10235
104.04404,30.613459999999996,0,25275
103.9853,30.763,0,7322
104.18573,30.667395000000003,0,42333
103.98666999999999,30.63774,0,21184
104.08865,30.74683,0,468
104.1909,30.578870000000002,0,13324
104.11016,30.72526,0,32868
104.1462,30.796090000000003,0,15725
104.09666999999999,30.635270000000002,0,12578
103.98639,30.74847,0,3266
103.9931,30.71808,0,14406
103.956,30.672829999999998,0,37415
103.98003,30.5577,0,42350
104.23246,30.64879,0,3432
103.87543000000001,30.58592,0,15077
104.05552,30.55003,0,38607
103.99078,30.66957,0,11808
104.118,30.64231,0,36590
104.058428,30.802345000000003,0,31446
104.2556,30.8374,0,23965
103.90868,30.6121,0,626
104.07474,30.63555,0,5451
104.16479,30.61604,0,35441
104.00394,30.54297,0,14725
104.156249,30.742427000000003,0,15893
104.15096,30.606859999999998,0,30616
104.13319,30.75035,0,14314
104.10651999999999,30.70986,0,9091
104.02206,30.674229999999998,0,6683
104.19211,30.81007,0,2589
104.02549,30.49225,0,36067
104.0411,30.65261,0,13115
103.95307,30.7271,0,39284
103.93437,30.79308,0,39383
104.1373,30.58547,0,7516
104.1587,30.81782,0,2971
103.80765,30.686159999999997,0,41473
104.1858,30.657220000000002,0,42335
104.038977,30.800495,0,31411
103.98195,30.707290000000004,0,35380
104.17218000000001,30.68233,0,19250
103.96788000000001,30.987470000000002,0,35874
104.0984,30.644479999999998,0,28539
104.06006,30.84777,0,31239
104.02075,30.623409999999996,0,29811
103.99531999999999,30.85335,0,33130
104.07594,30.491529999999997,0,9897
104.14331,30.77774,0,34382
104.03264,30.593009999999996,0,14518
103.96898,30.53448,0,13041
104.00163,30.888579999999997,0,33311
104.16913000000001,30.79635,0,30379
103.976794,30.659685999999997,0,21284
103.99104,30.72777,0,27557
104.03825,30.77285,0,32381
104.07087,30.74796,0,4717
103.92685999999999,30.557990000000004,0,17501
104.14927,30.57944,0,30473
104.01290999999999,30.8752,0,19338
104.12546,30.586190000000002,0,21344
103.95572,30.92557,0,24598
104.16908000000001,30.745279999999998,0,11784
103.96044,30.79352,0,8267
103.90619000000001,30.808320000000002,0,26155
103.57343,30.71815,0,13431
104.17412,30.62244,0,16290
104.1673,30.7609,0,18848
104.22954,30.65786,0,1733
104.16995,30.78039,0,33756
104.0666,30.83127,0,12057
104.010056,30.74297,0,30302
104.23765,30.5457,0,39158
103.951247,30.782040999999996,0,27102
104.14684,30.61877,0,29179
103.96618000000001,30.646620000000002,0,13446
103.9183,30.9281,0,19564
104.05228000000001,30.794369,0,33575
103.87104000000001,30.68204,0,25920
104.123657,30.691557,0,34716
104.39135999999999,30.7466,0,12457
104.04415,30.55132,0,5798
104.10795,30.944840000000003,0,17260
104.07799,30.769040000000004,0,16984
104.16509,30.570220000000003,0,10794
104.13954,30.57118,0,20668
104.231096,30.910784000000003,0,19736
103.96773,30.7479,0,39312
103.93633,30.591309999999996,0,38611
104.13473,30.79492,0,32771
104.08304,30.818070000000002,0,31597
104.09123000000001,30.603109999999997,0,7739
104.04616,30.5421,0,37314
104.00192,30.55306,0,11118
104.09629,30.81127,0,1126
104.18975,30.56731,0,10813
103.89353,30.689390000000003,0,31857
103.80724000000001,30.86464,0,30384
103.97077,30.56222,0,14857
103.9175,30.66331,0,29608
104.04002,30.78655,0,2935
103.9673,30.767429999999997,0,38090
104.10524000000001,30.56137,0,33304
104.02943,30.524420000000003,0,21743
104.09853000000001,30.58833,0,25989
103.87057,30.70611,0,20660
103.99938,30.498379999999997,0,22041
104.29951,30.59702,0,7225
103.99287,30.486720000000002,0,34122
103.92459000000001,30.74176,0,1670
103.92683000000001,30.606440000000003,0,9077
104.05179,30.58993,0,36843
103.94502,30.714959999999998,0,31688
104.06090999999999,30.7423,0,30619
104.12231,30.803290000000004,0,34747
103.92663,30.89655,0,6523
104.19194,30.866159999999997,0,29143
104.01346,30.633540000000004,0,37983
104.25336,30.878090000000004,0,26775
103.97221,30.61716,0,3761
104.15818,30.58555,0,18089
103.97782,30.81594,0,3770
103.96583000000001,30.737920000000003,0,15144
103.94333,30.77301,0,4448
103.79609,30.684459999999998,0,8755
103.8251,30.71981,0,19130
104.1547,30.69962,0,19433
104.14771,30.71241,0,5244
104.18536,30.712220000000002,0,17283
104.143887,30.818996000000002,0,15631
103.83014,30.69629,0,19898
104.17636,30.83636,0,29891
103.92193,30.63134,0,4258
104.15933000000001,30.785940000000004,0,15672
104.079122,30.57191,0,29360
103.96937,30.60769,0,17073
104.05667,30.538859999999996,0,36897
103.92071,30.59827,0,36917
104.26687,30.729470000000003,0,30934
104.04241,30.511333,0,5557
104.03211999999999,30.758871000000003,0,31199
103.97606999999999,30.6333,0,39690
104.13848,30.83016,0,7162
103.91473,30.58887,0,19684
104.10311999999999,30.599390000000003,0,12159
104.20225,30.505129999999998,0,8311
103.638878,30.958574,0,31162
104.24519000000001,30.65142,0,3459
103.9525,30.97785,0,13524
103.92325,30.68814,0,32204
103.94714,30.593290000000003,0,33939
103.95361,30.7546,0,39317
104.27908000000001,30.868840000000002,0,29372
104.07552,30.5909,0,32182
103.76893000000001,30.668609999999997,0,20488
103.63091999999999,30.99457,0,5318
104.28398,30.9799,0,28469
103.91493,30.5633,0,15844
103.9273,30.643440000000002,0,587
103.99865,30.6228,0,40603
104.19424000000001,30.799609999999998,0,40666
103.992447,30.647135,0,14445
104.22506,30.822770000000002,0,41635
103.94521,30.664209999999997,0,12257
103.87122,30.668390000000002,0,26387
103.88649000000001,30.53173,0,11953
104.11638,30.56411,0,14372
103.88249,30.59804,0,12231
104.1586,30.82882,0,29060
103.88503,30.620890000000003,0,15038
103.96619,30.628390000000003,0,12748
104.22941,30.56946,0,13455
103.9894,30.580040000000004,0,2465
103.89432,30.8145,0,4789
104.13450999999999,30.927429999999998,0,2250
104.25925,30.53997,0,11651
104.28860999999999,30.84461,0,13434
103.97548,30.589090000000002,0,20994
103.79473,30.670209999999997,0,17796
103.89031,30.672240000000002,0,8171
104.03012,30.93458,0,351
104.32953,30.63717,0,28668
103.95871,30.823009999999996,0,1058
103.61808,30.507270000000002,0,25012
103.89868,30.785529999999998,0,25798
104.20911,30.56927,0,5507
104.19122,30.552559999999996,0,22581
104.01265,30.54908,0,28562
103.88315,30.8204,0,31117
103.84192,30.7161,0,11243
103.97266,30.69718,0,36157
104.02884,30.78528,0,40886
103.91484,30.622909999999997,0,600
104.20993,30.735681,0,24208
104.15195,30.630909999999997,0,34607
104.2733,30.57988,0,9761
103.85674,30.69963,0,8094
104.09891,30.654690000000002,0,6281
103.64703,30.984059999999996,0,18301
104.06501,30.47979,0,26923
104.08837,30.536920000000002,0,14850
103.67132,30.63038,0,5095
104.1822,30.7237,0,19092
104.26754,30.557470000000002,0,11847
104.26035999999999,30.57658,0,7037
104.29294,30.85855,0,29336
104.16884499999999,30.823579,0,29965
103.81793,30.65973,0,17181
104.202246,30.815434999999997,0,19722
104.28681,30.9679,0,28469
104.30757,30.604840000000003,0,18463
104.07125,30.758566,0,26761
104.25627,30.812659999999997,0,26085
104.08404,30.83985,0,28822
104.11062,30.5744,0,37363
104.24226,30.775640000000003,0,1676
103.96285,30.551540000000003,0,1272
103.61329,30.99683,0,19394
104.0208,30.8257,0,41484
104.24656,30.5702,0,32735
103.83921,30.67247,0,26192
103.997174,30.685895000000002,0,34479
103.90158000000001,30.6734,0,21841
104.00054,30.869978999999997,0,24042
103.95676,30.69851,0,35842
104.10311999999999,30.844920000000002,0,12916
104.15365,30.896620000000002,0,15581
104.055389,30.514259000000003,0,40283
104.14883,30.80917,0,32758
104.1858,30.77698,0,26659
103.88166,30.573829999999997,0,15012
104.086399,30.781440000000003,0,29967
104.10885,30.47883,0,23182
104.18030999999999,30.827540000000003,0,33123
103.82616999999999,30.68308,0,20420
104.11564,30.95588,0,5138
104.30005,30.841520000000003,0,23961
103.86307,30.67417,0,19117
104.4006,30.86301,0,11493
104.00739,30.77572,0,31250
104.21916999999999,30.805690000000002,0,37007
104.02271,30.50795,0,21782
104.067586,30.441066999999997,0,27382
104.012107,30.75365,0,6711
104.17279,30.65768,0,35745
103.93528,30.5809,0,416
104.022355,30.856203000000004,0,33150
103.9893,30.5292,0,211
103.8498,30.7739,0,14364
104.137428,30.614465000000003,0,25035
104.17738,30.56815,0,10839
103.91798,30.86512,0,27803
104.1342,30.72182,0,32681
104.00341,30.71375,0,13852
104.19800500000001,30.748490999999998,0,31305
104.23550999999999,30.7674,0,25085
104.06223,30.49636,0,10635
103.85197,30.67956,0,4339
103.94689,30.743579999999998,0,39304
104.16377,30.56063,0,10788
104.16917,31.12684,0,13548
104.01264,30.58795,0,25737
104.17275,30.77103,0,12272
103.85018000000001,30.43781,0,27213
104.08393000000001,30.52477,0,29674
104.03986,30.750659999999996,0,31196
103.91896,30.358140000000002,0,21730
103.90053,30.57295,0,17677
103.75506999999999,30.85928,0,27841
103.53647,30.564890000000002,0,25658
103.69613000000001,30.601370000000003,0,31965
104.26576999999999,30.5682,0,9743
104.2912,30.686809999999998,0,13821
104.27599000000001,30.64886,0,5509
104.21884,30.69029,0,1780
104.02736,30.79673,0,35319
103.96295,30.810809999999996,0,3603
103.923209,30.717571000000003,0,25502
104.20371999999999,30.8685,0,26891
103.99795,30.58754,0,32054
103.80979,30.70682,0,27556
103.93276999999999,30.80514,0,31270
104.14386800000001,30.551990999999997,0,24566
103.79864,30.87148,0,30393
103.97845,30.51758,0,14570
104.06858000000001,30.600859999999997,0,2494
104.39157,31.127359999999996,0,3180
103.90162,30.77376,0,34442
104.16996,30.8096,0,4396
104.00109,30.61106,0,40924
103.97551,30.54723,0,14748
104.19083,30.53789,0,18196
103.84175,30.648329999999998,0,828
103.99203,30.77165,0,25568
103.88582,31.33434,0,10642
104.11835,30.94094,0,17250
104.09076999999999,30.71296,0,25783
104.2518,30.727140000000002,0,10395
103.89916,30.7223,0,6579
103.7926,30.82715,0,10782
104.22458,30.839740000000003,0,15423
104.20568,30.5403,0,18166
103.77431,30.75432,0,41334
104.41141,30.86768,0,173
103.8916,30.58264,0,19647
104.28545,30.71448,0,41864
104.54693,30.394820000000003,0,3533
104.00203,30.723370000000003,0,18385
103.93267,30.99147,0,19558
104.0516,30.48958,0,42028
104.19899000000001,30.7599,0,18193
104.17173000000001,30.543,0,22576
103.9044,30.795920000000002,0,28448
104.27399,30.97482,0,28469
103.82758000000001,30.6686,0,26931
103.48416999999999,30.74083,0,12126
104.298212,30.545278999999997,0,21378
104.19541,30.648740000000004,0,14502
104.0863,30.399520000000003,0,17081
103.94688000000001,30.79438,0,39389
104.18401999999999,30.69947,0,32846
104.20098,30.56048,0,6930
103.91239,30.5796,0,14221
104.24726,30.893559999999997,0,11095
104.21582,30.818140000000003,0,41624
104.2252,30.51991,0,15334
104.10011999999999,30.753829999999997,0,37031
104.07506,30.53465,0,7673
104.15057,30.835009999999997,0,37076
104.04942,30.815820000000002,0,40702
103.877,30.80825,0,32582
104.011505,30.597639,0,34312
103.896516,30.613894000000002,0,41179
104.09603,30.67008,0,25613
103.88214,30.77182,0,36798
103.96079,30.71495,0,1653
103.49513,30.919059999999998,0,41463
104.02467,30.307270000000003,0,24857
103.99654,30.7843,0,11316
104.11568,30.781859999999998,0,10074
104.07705,31.036379999999998,0,10464
104.00046,30.74666,0,17787
104.164105,30.735597,0,402
103.55897,30.814490000000003,0,12404
104.24471,30.53296,0,11575
103.97697,30.7724,0,39668
104.13786,30.76991,0,33360
103.94703,30.684489000000003,0,42242
103.99261,30.902339,0,355
103.83561,30.707140000000003,0,6250
104.17172,30.5919,0,22975
103.98617,30.985559999999996,0,35239
103.98305,30.53973,0,23484
104.20444,30.885740000000002,0,39186
103.97241,30.803259999999998,0,4678
104.06589,30.855690000000003,0,37514
103.80475,30.641640000000002,0,26768
103.86185,30.64573,0,15068
103.9119,30.786270000000002,0,25767
103.97176,30.82832,0,19618
104.25153,30.846890000000002,0,19486
103.94275999999999,30.995720000000002,0,20189
104.09834000000001,30.525809999999996,0,31479
103.86692,30.69302,0,8623
104.25273,30.54712,0,9130
103.96728,30.6559,0,21279
104.02588,30.58553,0,26272
104.03634,30.812,0,35226
104.17809,30.535590000000003,0,6017
104.087065,30.826659999999997,0,35790
104.11999,30.888440000000003,0,15584
103.81374,30.424740000000003,0,23980
103.95549,30.496129999999997,0,16158
104.15951,30.768929999999997,0,27992
103.89985,30.526970000000002,0,34171
104.22872,30.70676,0,1660
104.12292,30.793259000000003,0,6119
104.06702,30.790229999999998,0,33119
103.80548,30.415329999999997,0,6852
104.26515,30.820690000000003,0,31576
103.67806999999999,30.63761,0,32199
104.09699,30.86559,0,38823
104.13303,30.820259999999998,0,11533
104.13285,30.90055,0,31444
104.02794,30.863979999999998,0,11385
104.23348,30.89053,0,9174
104.11117,30.48992,0,16440
103.61339,30.6142,0,12293
104.10068000000001,30.73082,0,36699
103.83521,30.58138,0,18139
104.13301,30.59607,0,30636
104.331121,30.839419,0,20542
104.21185,30.5278,0,18224
104.06730999999999,30.779420000000002,0,22513
104.212796,30.587814,0,14904
103.915865,30.679245,0,32189
104.34541999999999,30.68682,0,36405
103.88162,30.48668,0,28034
104.09808000000001,30.482909999999997,0,38344
104.01708199999999,30.535954999999998,0,85
104.086288,30.880691,0,12731
103.81459,30.646520000000002,0,12903
103.81599,30.696440000000003,0,3623
103.78469,30.542340000000003,0,16535
104.3853,30.813190000000002,0,31448
103.82462,30.73371,0,28121
104.21826,30.70893,0,1821
104.09855999999999,30.440913000000002,0,4562
104.116566,30.523797,0,32633
104.07114,30.582109999999997,0,1809
104.15843000000001,30.753220000000002,0,37895
104.27044000000001,30.71749,0,3710
103.89274,30.59517,0,13838
103.96945,30.9723,0,24698
103.69535,30.997009999999996,0,19315
103.90061,30.66367,0,21811
103.52635,30.20062,0,35426
103.96596,30.576990000000002,0,40049
104.29805,30.296909999999997,0,11756
103.91242,30.85704,0,7779
103.86998,30.82344,0,34831
103.54912,30.606009999999998,0,8166
104.01123,30.466240000000003,0,19519
104.00043000000001,30.47809,0,32955
104.15199,30.84405,0,3004
104.40968000000001,30.85535,0,6965
103.98194000000001,30.56663,0,30074
103.99519000000001,30.881448,0,33746
104.12525,30.47628,0,27043
103.92564,30.622740000000004,0,635
103.94536,30.93556,0,25787
104.00471,30.73518,0,24778
104.117191,30.823372999999997,0,31263
103.886894,30.560090000000002,0,25315
104.17496,30.523290000000003,0,14899
103.53835,30.57517,0,36964
103.86179,30.81328,0,33978
104.704311,30.659634000000004,0,25422
103.99938,30.793770000000002,0,32395
104.07338,30.822440000000004,0,35934
104.04438,30.67305,0,25399
104.12231,30.838240000000003,0,12950
103.96746,31.02535,0,3894
104.05320999999999,30.37552,0,34044
103.83148,30.74158,0,8609
104.2463,30.793909999999997,0,999
103.67219,30.7408,0,25232
103.87427,30.798109999999998,0,33959
103.63604000000001,30.98338,0,38736
103.57479000000001,30.829590000000003,0,18398
104.13535999999999,30.80402,0,34736
104.10088,30.78299,0,31850
103.9529,30.956209,0,25594
103.78033,30.708540000000003,0,41400
104.06889,30.66136,0,3838
104.26579,30.54785,0,11732
104.092456,30.570266999999998,0,38798
104.01628000000001,30.51755,0,7750
104.27871999999999,30.5717,0,18399
103.91036,30.87179,0,42096
104.65514,29.517229999999998,0,6878
104.211,30.8615,0,27678
103.95666999999999,30.98787,0,13696
103.94109,30.78418,0,35660
103.83400999999999,30.41928,0,24542
103.91317,30.9924,0,20198
104.09735,30.897901,0,4082
104.264252,30.861631,0,10993
103.93822,30.621129999999997,0,12187
104.03446,30.486459999999997,0,14839
104.36998299999999,30.555996999999998,0,10473
104.13749,30.87711,0,15561
103.79122,30.5766,0,19189
103.96614,30.9969,0,24701
104.23836,30.63237,0,23671
103.82637,30.64633,0,12270
103.89579,30.760559999999998,0,25685
103.6174,31.00559,0,31792
104.20491,30.41935,0,3851
103.84231,30.3767,0,41510
104.26248000000001,30.88875,0,21555
104.11658,30.89746,0,38824
103.81421999999999,30.67363,0,41472
104.12024,30.754859999999997,0,30061
104.23692,30.577509999999997,0,6738
104.22207,30.85432,0,27667
104.04235,30.878220000000002,0,2438
103.85031,30.81428,0,29309
104.22224,30.87623,0,17489
104.19261999999999,30.58897,0,14911
104.01026,30.86102,0,33126
104.11581,30.542479999999998,0,6010
104.195758,30.692371,0,27796
103.96216,30.58571,0,2978
104.14147,30.532759999999996,0,11247
103.77841,30.63148,0,39125
104.01128,30.835209999999996,0,25963
103.76127,30.97192,0,2849
104.44125,30.848979999999997,0,8631
104.41454,30.84477,0,20555
103.85661999999999,30.66442,0,23685
103.95094,30.65532,0,583
104.54468,30.71688,0,11925
104.15316,30.46323,0,36915
103.98849,30.40692,0,10501
104.2263,30.668059999999997,0,1734
104.20598000000001,30.66988,0,11174
104.189142,30.680394,0,13924
103.94026,30.76394,0,2251
103.90283000000001,30.638790000000004,0,28295
104.2277,30.619390000000003,0,17629
103.74090600000001,30.631575,0,1170
103.82668100000001,30.933009000000002,0,5032
103.99325,30.519349,0,31023
104.28265,30.82132,0,31290
104.186,30.762590000000003,0,34560
103.883543,30.415222999999997,0,28356
104.19830999999999,30.828740000000003,0,26561
104.08624,30.869490000000003,0,12731
104.28084,30.8871,0,21550
104.03533,30.56645,0,2503
104.23132,30.5578,0,13467
104.12243000000001,30.85459,0,12950
103.84947,30.60543,0,12763
103.87964000000001,30.78114,0,35906
104.2581,30.9547,0,11513
103.57281,30.89723,0,1659
103.83598,30.687859999999997,0,23715
104.0535,30.429909999999996,0,33908
103.91221999999999,30.525409999999997,0,19894
103.88345,30.6595,0,12973
104.00500799999999,30.762989,0,29154
104.24812,30.663009999999996,0,3609
103.79723,30.3888,0,17590
103.86256,30.78298,0,29407
104.182292,30.401431,0,29673
103.9714,30.52515,0,14584
104.09227,30.469509999999996,0,35510
104.32844,31.028270000000003,0,3180
103.59939,30.89467,0,18040
104.291865,30.872094,0,29379
103.78251999999999,30.833709999999996,0,17631
104.29275,30.725040000000003,0,33985
104.19263000000001,30.63983,0,9688
103.885509,30.706527,0,4740
103.66391999999999,31.014559999999996,0,27192
104.20624000000001,30.835040000000003,0,9963
104.03437,30.49705,0,37216
104.16695,30.605940000000004,0,14927
103.66051,30.639440000000004,0,8253
103.97053000000001,30.511020000000002,0,16131
103.97975,30.740340000000003,0,39302
104.07049,30.46818,0,23152
104.214242,30.699444,0,1711
104.46115999999999,30.846770000000003,0,8591
103.89815,30.50765,0,10753
104.1827,30.848740000000003,0,35813
103.96911,30.68327,0,37409
103.7807,30.649459999999998,0,885
103.90569,30.84222,0,25751
103.70498,30.401220000000002,0,35069
104.35878000000001,30.43422,0,27505
104.15569,30.537670000000002,0,18981
103.79456,30.93843,0,5051
103.938102,30.5504,0,16314
104.54141,30.666259999999998,0,10176
103.81803000000001,30.92615,0,15024
103.91728,30.763270000000002,0,4482
103.95344,30.770570000000003,0,23397
103.93777,30.70797,0,31678
103.96562,30.779190000000003,0,6592
104.18543000000001,30.793809999999997,0,36981
103.8127,30.43631,0,30748
104.289497,30.989479,0,28469
103.93191999999999,30.540190000000003,0,27553
103.82222,30.915390000000002,0,36890
103.82016999999999,30.575570000000003,0,18439
103.906988,30.690865999999996,0,32013
103.93958,30.97795,0,5862
103.74221999999999,30.51541,0,16786
104.0774,30.50095,0,12522
103.806531,30.822499,0,41209
103.92363,30.79174,0,35039
104.25684,30.562640000000002,0,26740
103.86581,30.17778,0,7812
103.98078000000001,30.50587,0,31026
103.990264,30.920731,0,25026
104.22771999999999,30.6795,0,30336
104.04894,30.85227,0,31178
104.24438,30.70754,0,1775
104.01217,30.445959999999996,0,38960
103.83134,31.016509999999997,0,26571
103.87903,30.67483,0,8173
104.17934,31.123690000000003,0,13548
104.01106,30.80667,0,32399
103.90719,30.760240000000003,0,41065
104.11726,30.59768,0,12157
104.1238,30.548709999999996,0,19006
103.81992,30.413940000000004,0,21750
103.88599,30.645540000000004,0,15148
103.92066,30.881120000000003,0,27764
104.22261999999999,30.726640000000003,0,1785
